,From Bank,To Bank,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
5071,256221,256586,1933.48,Euro,1933.48,Euro,ACH,1
5072,18326,1439,454.4,US Dollar,454.4,US Dollar,Credit Card,0
5073,137029,39812,25914.35,US Dollar,25914.35,US Dollar,ACH,1
5074,1231,425,10713.5,Euro,10713.5,Euro,ACH,1
5075,12966,1,2022.94,US Dollar,2022.94,US Dollar,Credit Card,0
5076,19836,216654,35660.06,Yen,35660.06,Yen,Credit Card,0
5077,21939,11046,1646.07,US Dollar,1646.07,US Dollar,ACH,1
5078,24633,11337,172.99,US Dollar,172.99,US Dollar,Credit Card,0
5079,11222,118699,1674.1,US Dollar,1674.1,US Dollar,ACH,1
5080,70,164686,64301.79,Saudi Riyal,64301.79,Saudi Riyal,Credit Card,0
5081,23544,223281,13165.47,Rupee,13165.47,Rupee,Credit Card,0
5082,23726,20,1366.66,US Dollar,1366.66,US Dollar,ACH,1
5083,1291,11046,10328.03,US Dollar,10328.03,US Dollar,ACH,1
5084,232523,232523,21.05,US Dollar,21.05,US Dollar,Reinvestment,0
5085,115128,244080,2560.78,US Dollar,2560.78,US Dollar,ACH,1
5086,70,12592,299.44,US Dollar,299.44,US Dollar,Credit Card,1
5087,124592,23544,269951.01,Rupee,269951.01,Rupee,Credit Card,0
5088,70,51448,1295.02,US Dollar,1295.02,US Dollar,Credit Card,1
5089,12,11046,9497.18,US Dollar,9497.18,US Dollar,ACH,1
5090,18,216,235962503.38,Saudi Riyal,235962503.38,Saudi Riyal,ACH,1
5091,70,231905,46.99,US Dollar,46.99,US Dollar,Credit Card,1
5092,23726,33881,1414.28,Euro,1414.28,Euro,ACH,1
5093,23809,5,1249989.08,Rupee,1249989.08,Rupee,Credit Card,0
5094,14172,12274,11387.41,Euro,11387.41,Euro,ACH,1
5095,70,119593,750.14,US Dollar,750.14,US Dollar,Cheque,1
5096,21444,24455,907.32,Euro,907.32,Euro,Credit Card,0
5097,20,11495,2892.63,US Dollar,2892.63,US Dollar,ACH,1
5098,223057,13395,832.37,US Dollar,832.37,US Dollar,Wire,0
5099,1217,20,19264.14,US Dollar,19264.14,US Dollar,ACH,1
5100,70,160604,1839.58,Shekel,1839.58,Shekel,Cash,1
5101,29779,9534,8215.64,Yuan,8215.64,Yuan,ACH,1
5102,237428,237428,18.14,Euro,18.14,Euro,Reinvestment,0
5103,14648,14648,8.29,US Dollar,8.29,US Dollar,Reinvestment,0
5104,21393,132021,334.09,US Dollar,334.09,US Dollar,Credit Card,0
5105,16298,134852,256.05,Euro,256.05,Euro,ACH,1
5106,120478,29559,1810.48,Euro,1810.48,Euro,ACH,1
5107,1595,531,6601.37,US Dollar,6601.37,US Dollar,ACH,1
5108,11,149034,12367.66,Brazil Real,12367.66,Brazil Real,Credit Card,0
5109,25281,224,4879.25,US Dollar,4879.25,US Dollar,ACH,1
5110,213,258799,4760.56,Shekel,4760.56,Shekel,Credit Card,0
5111,212730,58390,207.03,US Dollar,207.03,US Dollar,Cheque,0
5112,11,0,5658.23,Euro,5658.23,Euro,ACH,1
5113,141632,16739,18138.28,US Dollar,18138.28,US Dollar,ACH,1
5114,237318,117861,26564.36,Euro,26564.36,Euro,ACH,1
5115,170566,169671,0.150922,Bitcoin,0.150922,Bitcoin,Bitcoin,1
5116,13,13,135830.74,Yen,135830.74,Yen,Cheque,0
5117,210,148894,43180925.15,Brazil Real,43180925.15,Brazil Real,ACH,0
5118,218057,216093,1476.64,US Dollar,1476.64,US Dollar,ACH,1
5119,263025,163470,94931.23,Saudi Riyal,94931.23,Saudi Riyal,Cheque,0
5120,7082,15284,145.94,US Dollar,145.94,US Dollar,Cheque,0
5121,1217,1,5907.18,US Dollar,5907.18,US Dollar,ACH,1
5122,20,24070,121.72,Euro,121.72,Euro,Cheque,0
5123,70,75616,1.427495,Bitcoin,1.427495,Bitcoin,Bitcoin,0
5124,53905,253428,1755.38,Swiss Franc,1755.38,Swiss Franc,ACH,1
5125,169804,71356,0.381716,Bitcoin,0.381716,Bitcoin,Bitcoin,1
5126,11222,16866,26.95,US Dollar,26.95,US Dollar,Credit Card,0
5127,214867,139951,2864614.82,US Dollar,2864614.82,US Dollar,Cash,0
5128,119732,39676,3502763.6,Rupee,3502763.6,Rupee,ACH,1
5129,19104,19104,1813.1,Brazil Real,2150.61,Yuan,ACH,0
5130,70,5033,1635.17,US Dollar,1635.17,US Dollar,Cheque,0
5131,123440,21444,7844.83,Euro,7844.83,Euro,ACH,1
5132,11047,21939,271.17,US Dollar,271.17,US Dollar,Cheque,0
5133,263186,263431,11347.53,Saudi Riyal,11347.53,Saudi Riyal,Cash,0
5134,3,1,4070.87,US Dollar,4070.87,US Dollar,ACH,1
5135,70,61848,521.01,US Dollar,521.01,US Dollar,Cheque,0
5136,70,130803,2459.22,Euro,2459.22,Euro,Cheque,0
5137,13354,11701,3878.18,US Dollar,3878.18,US Dollar,ACH,1
5138,16,285,108123.93,Ruble,108123.93,Ruble,Credit Card,0
5139,24816,24816,29604.37,Rupee,29604.37,Rupee,ACH,1
5140,70,531,2354.16,US Dollar,2354.16,US Dollar,Cheque,1
5141,2514,119669,740.69,Euro,740.69,Euro,Cheque,0
5142,70,63779,3677.45,Saudi Riyal,3677.45,Saudi Riyal,Cheque,1
5143,425,2557,3377.95,Euro,3377.95,Euro,Credit Card,0
5144,16262,29158,248.34,US Dollar,248.34,US Dollar,Credit Card,0
5145,70,425,15496.46,Euro,15496.46,Euro,Cash,1
5146,70,216,4331393.78,Saudi Riyal,4331393.78,Saudi Riyal,Cheque,1
5147,362533,116648,3863.17,US Dollar,3863.17,US Dollar,Cheque,0
5148,20,394,1315.69,US Dollar,1315.69,US Dollar,ACH,1
5149,226436,47642,1440.75,US Dollar,1440.75,US Dollar,ACH,1
5150,70,142059,9398.61,US Dollar,9398.61,US Dollar,Cash,1
5151,317607,6681,64.77,Euro,64.77,Euro,ACH,0
5152,11,21393,12293.66,US Dollar,12293.66,US Dollar,ACH,1
5153,116,13590,8064.5,Euro,8064.5,Euro,ACH,1
5154,11968,24063,17924.36,US Dollar,17924.36,US Dollar,ACH,1
5155,423,6829,7832.27,Euro,7832.27,Euro,ACH,1
5156,70,9715,302997.15,US Dollar,302997.15,US Dollar,Cheque,0
5157,224,11770,162.77,US Dollar,162.77,US Dollar,ACH,1
5158,23571,24633,295.08,US Dollar,295.08,US Dollar,Cheque,0
5159,70,19368,1866.96,Euro,1866.96,Euro,Credit Card,1
5160,27,112646,14290.87,Yuan,14290.87,Yuan,ACH,1
5161,65009,265268,4347.63,US Dollar,4347.63,US Dollar,ACH,1
5162,70,243166,2192851.85,US Dollar,2192851.85,US Dollar,Cheque,1
5163,123957,123568,5983.28,Rupee,5983.28,Rupee,Credit Card,0
5164,22129,249349,6130.87,US Dollar,6130.87,US Dollar,ACH,0
5165,59115,257858,1392.31,Shekel,1392.31,Shekel,Cash,0
5166,265862,265862,17.76,Saudi Riyal,17.76,Saudi Riyal,Reinvestment,0
5167,33395,218072,122.13,US Dollar,122.13,US Dollar,Cheque,0
5168,70,113317,358.48,US Dollar,358.48,US Dollar,Cheque,1
5169,1135,45907,486439.64,Mexican Peso,486439.64,Mexican Peso,Cash,0
5170,164730,263025,8681.07,Saudi Riyal,8681.07,Saudi Riyal,ACH,1
5171,1835,1126,77.23,Euro,77.23,Euro,Cash,0
5172,423,11770,13917.05,US Dollar,13917.05,US Dollar,ACH,1
5173,1768,15109,200.1,Euro,200.1,Euro,Cheque,0
5174,70949,272866,0.449109,Bitcoin,0.449109,Bitcoin,Bitcoin,0
5175,349,122967,66.79,US Dollar,66.79,US Dollar,Cash,0
5176,15640,18990,21.23,US Dollar,21.23,US Dollar,ACH,0
5177,317442,317442,126964.13,Yen,126964.13,Yen,Reinvestment,0
5178,28370,126455,353746.11,Rupee,353746.11,Rupee,ACH,1
5179,12702,12702,10.36,US Dollar,10.36,US Dollar,Reinvestment,0
5180,19,45977,3006.91,Mexican Peso,3006.91,Mexican Peso,Cash,0
5181,18076,5724,143.91,Euro,143.91,Euro,Cheque,0
5182,2,26,268027.19,Rupee,268027.19,Rupee,ACH,1
5183,123807,22435,756.98,US Dollar,756.98,US Dollar,Cheque,0
5184,10,16,5113.5,Canadian Dollar,5113.5,Canadian Dollar,ACH,1
5185,13482,39812,629.06,US Dollar,629.06,US Dollar,Cheque,0
5186,21566,13395,204.31,US Dollar,204.31,US Dollar,Cheque,0
5187,70,1720,1770.28,Euro,1770.28,Euro,Cheque,1
5188,58390,58390,20811.73,Euro,24386.85,US Dollar,ACH,0
5189,21393,139833,1297.82,US Dollar,1297.82,US Dollar,Cheque,0
5190,149805,149453,283467.27,Brazil Real,283467.27,Brazil Real,ACH,0
5191,27175,27175,700691.62,US Dollar,700691.62,US Dollar,Reinvestment,0
5192,21939,223550,2114.35,US Dollar,2114.35,US Dollar,ACH,0
5193,15786,12702,4901.8,US Dollar,4901.8,US Dollar,ACH,1
5194,214,170558,0.238521,Bitcoin,0.238521,Bitcoin,Bitcoin,0
5195,1231,21444,1747.06,Euro,1747.06,Euro,ACH,1
5196,23809,23809,1887465.31,Rupee,1887465.31,Rupee,Reinvestment,0
5197,215820,23726,16505.05,Euro,16505.05,Euro,Credit Card,0
5198,70,141465,26259.96,Australian Dollar,26259.96,Australian Dollar,Cash,1
5199,215514,11,3474.22,US Dollar,3474.22,US Dollar,Cheque,0
5200,273676,275406,0.088459,Bitcoin,0.088459,Bitcoin,Bitcoin,1
5201,23642,119699,2712826.17,Rupee,2712826.17,Rupee,Wire,0
5202,69465,171546,0.872488,Bitcoin,0.872488,Bitcoin,Bitcoin,0
5203,272409,169489,0.140335,Bitcoin,0.140335,Bitcoin,Bitcoin,1
5204,10,10,58.79,Brazil Real,58.79,Brazil Real,Reinvestment,0
5205,70,21063,1061.5,US Dollar,1061.5,US Dollar,Cheque,0
5206,26179,1807,126.86,US Dollar,126.86,US Dollar,Cheque,0
5207,425,0,7202.25,Euro,7202.25,Euro,ACH,1
5208,70,210484,22695.08,Yuan,22695.08,Yuan,Credit Card,1
5209,18,18,75.61,Saudi Riyal,75.61,Saudi Riyal,Reinvestment,0
5210,113016,1120,129.97,US Dollar,129.97,US Dollar,Cheque,0
5211,27,232630,3623.27,Ruble,3623.27,Ruble,Credit Card,0
5212,2514,14640,7270.36,Euro,7270.36,Euro,ACH,1
5213,129050,226851,91.74,US Dollar,91.74,US Dollar,ACH,0
5214,116703,238219,998.53,US Dollar,998.53,US Dollar,ACH,1
5215,24029,44654,950.09,Euro,950.09,Euro,Cheque,0
5216,228555,13590,24763.35,Euro,24763.35,Euro,ACH,0
5217,22124,11495,5785.84,US Dollar,5785.84,US Dollar,ACH,1
5218,70,212996,33705.47,US Dollar,33705.47,US Dollar,Cash,1
5219,268173,66930,4435.79,Saudi Riyal,4435.79,Saudi Riyal,ACH,1
5220,19521,12868,6635.79,Yuan,6635.79,Yuan,ACH,1
5221,70,9715,12621.11,US Dollar,12621.11,US Dollar,Cheque,0
5222,11,212,443.39,Australian Dollar,443.39,Australian Dollar,Credit Card,0
5223,70,23,1968496.71,Yen,1968496.71,Yen,Credit Card,1
5224,21260,20,12794.03,US Dollar,12794.03,US Dollar,ACH,1
5225,25788,25400,6666.08,Euro,6666.08,Euro,ACH,1
5226,70,27,216.49,Yuan,216.49,Yuan,Cheque,1
5227,70,123800,2083392.14,Rupee,2083392.14,Rupee,Credit Card,1
5228,14133,254308,261.46,US Dollar,261.46,US Dollar,Cheque,0
5229,70,11,50.9,Euro,50.9,Euro,Credit Card,0
5230,27,27009,12499.2,US Dollar,12499.2,US Dollar,ACH,1
5231,152907,54266,1587.8,Swiss Franc,1587.8,Swiss Franc,ACH,1
5232,14133,28393,7619.09,US Dollar,7619.09,US Dollar,ACH,1
5233,263025,265175,26519.92,Saudi Riyal,26519.92,Saudi Riyal,ACH,1
5234,269999,172943,34.309418,Bitcoin,34.309418,Bitcoin,Bitcoin,0
5235,127897,127244,30039.34,Rupee,30039.34,Rupee,ACH,0
5236,348420,348420,852.4,Euro,852.4,Euro,Reinvestment,0
5237,25463,115481,1416.0,US Dollar,1416.0,US Dollar,ACH,1
5238,1231,11255,255.14,US Dollar,255.14,US Dollar,Cheque,0
5239,110080,111615,19873.75,Yuan,19873.75,Yuan,ACH,0
5240,18,18,10139.94,Saudi Riyal,10139.94,Saudi Riyal,Cheque,0
5241,15194,212730,683.91,US Dollar,683.91,US Dollar,Cheque,0
5242,9530,112685,86937.03,Yuan,86937.03,Yuan,Cheque,0
5243,423,425,2236.63,Euro,2236.63,Euro,ACH,1
5244,1217,349,1471.51,US Dollar,1471.51,US Dollar,ACH,1
5245,124592,124592,589.84,Rupee,589.84,Rupee,Reinvestment,0
5246,70,20592,60.97,US Dollar,60.97,US Dollar,Cheque,1
5247,149772,149034,15632.89,Brazil Real,15632.89,Brazil Real,ACH,1
5248,1835,1595,8201.82,Euro,8201.82,Euro,ACH,1
5249,217,216,5168.14,Saudi Riyal,5168.14,Saudi Riyal,Cheque,0
5250,531,118536,1736.8,US Dollar,1736.8,US Dollar,Cheque,0
5251,110821,110821,14.67,US Dollar,14.67,US Dollar,Reinvestment,0
5252,371271,268792,0.057188,Bitcoin,0.057188,Bitcoin,Bitcoin,0
5253,70,1835,1323.16,Euro,1323.16,Euro,Cheque,1
5254,14,1,18101.75,US Dollar,18101.75,US Dollar,ACH,1
5255,0,11,11030.79,US Dollar,11030.79,US Dollar,ACH,1
5256,18,52898,1056.85,Swiss Franc,1056.85,Swiss Franc,Credit Card,0
5257,19414,23539,207216.83,Rupee,207216.83,Rupee,ACH,1
5258,4894,22435,2017.18,US Dollar,2017.18,US Dollar,ACH,1
5259,349,1231,145.67,US Dollar,145.67,US Dollar,Credit Card,0
5260,70,237253,9964.69,US Dollar,9964.69,US Dollar,Cheque,0
5261,6809,6809,9.61,US Dollar,9.61,US Dollar,Reinvestment,0
5262,70,1110,684.93,US Dollar,684.93,US Dollar,Cheque,1
5263,17768,9976,4095.1,Yuan,4095.1,Yuan,Credit Card,0
5264,70,8540,320.11,Euro,320.11,Euro,Credit Card,0
5265,285,232125,4566229.73,Ruble,4566229.73,Ruble,Cheque,0
5266,112,152768,3766.77,Swiss Franc,3766.77,Swiss Franc,ACH,1
5267,142114,41542,141.0,Australian Dollar,141.0,Australian Dollar,Cash,0
5268,70,70850,1.020536,Bitcoin,1.020536,Bitcoin,Bitcoin,1
5269,70,18355,199112.03,Euro,199112.03,Euro,Cheque,1
5270,70,24816,3191204.39,Rupee,3191204.39,Rupee,Cheque,1
5271,70,14133,1031660.13,US Dollar,1031660.13,US Dollar,Cheque,1
5272,119699,19414,125532.37,Rupee,125532.37,Rupee,ACH,1
5273,70,28930,21.88,Euro,21.88,Euro,Credit Card,1
5274,70,1835,8934.58,Euro,8934.58,Euro,Cheque,1
5275,66944,63940,7009.96,Saudi Riyal,7009.96,Saudi Riyal,Cash,0
5276,11222,1,5165.44,US Dollar,5165.44,US Dollar,ACH,1
5277,19622,7272,0.086886,Bitcoin,0.086886,Bitcoin,Bitcoin,0
5278,23410,17831,2526.98,US Dollar,2526.98,US Dollar,ACH,1
5279,70,59642,346880.49,Shekel,346880.49,Shekel,Cheque,1
5280,70,153607,751.31,Swiss Franc,751.31,Swiss Franc,Cheque,1
5281,70,19629,1528.57,Euro,1528.57,Euro,Cheque,0
5282,129402,128540,12985642.13,Rupee,12985642.13,Rupee,Credit Card,0
5283,1120,1120,6961.54,US Dollar,6961.54,US Dollar,ACH,1
5284,3,24029,1874.1,Euro,1874.1,Euro,ACH,0
5285,14,2293,1945.07,Euro,1945.07,Euro,ACH,1
5286,2293,48128,2305.94,Euro,2305.94,Euro,ACH,0
5287,14,12,11870.19,US Dollar,11870.19,US Dollar,ACH,1
5288,531,20,11736.47,US Dollar,11736.47,US Dollar,Credit Card,0
5289,234736,152972,1943.07,US Dollar,1943.07,US Dollar,Credit Card,0
5290,20,1,33901.65,US Dollar,33901.65,US Dollar,ACH,1
5291,0,11314,27347.05,Euro,27347.05,Euro,ACH,1
5292,12,14133,3401.49,US Dollar,3401.49,US Dollar,Credit Card,0
5293,116299,218604,2024.92,Euro,2024.92,Euro,ACH,1
5294,213,59033,10322.54,Shekel,10322.54,Shekel,ACH,1
5295,498,236872,78210.6,Euro,78210.6,Euro,Cheque,0
5296,70,19931,40714.48,Yuan,40714.48,Yuan,Cheque,0
5297,70,29158,1110.35,US Dollar,1110.35,US Dollar,Cash,1
5298,8540,235647,10392.94,Canadian Dollar,10392.94,Canadian Dollar,ACH,1
5299,11437,47311,52813.87,Euro,52813.87,Euro,Cheque,0
5300,4,4,8747416.31,Yen,8747416.31,Yen,Cheque,0
5301,241503,241503,3314.25,Australian Dollar,3314.25,Australian Dollar,ACH,1
5302,10,1768,11878.98,Euro,11878.98,Euro,ACH,1
5303,16505,25885,2048.11,Euro,2048.11,Euro,Cheque,0
5304,498,21876,144.2,Euro,144.2,Euro,Credit Card,0
5305,113816,13493,1658.01,Yuan,1658.01,Yuan,ACH,1
5306,21444,16293,108.74,Euro,108.74,Euro,Credit Card,0
5307,20,11255,9934.23,US Dollar,9934.23,US Dollar,Cheque,0
5308,23,285,56458.58,Ruble,56458.58,Ruble,ACH,1
5309,119927,24950,141.65,US Dollar,141.65,US Dollar,Cash,0
5310,3460,14213,14598.87,Euro,14598.87,Euro,ACH,1
5311,18324,18665,2941.58,US Dollar,2941.58,US Dollar,ACH,1
5312,332900,332900,9508.07,Euro,9508.07,Euro,Reinvestment,0
5313,19413,224943,394226194.82,Rupee,394226194.82,Rupee,Cash,0
5314,1291,14,1989.45,Euro,1989.45,Euro,ACH,1
5315,142059,256594,40.86,US Dollar,40.86,US Dollar,Credit Card,0
5316,1638,2293,14705.85,Euro,14705.85,Euro,ACH,1
5317,2,22435,17319.3,US Dollar,17319.3,US Dollar,ACH,1
5318,119593,67359,110.67,US Dollar,110.67,US Dollar,Cheque,0
5319,2175,4894,271.07,US Dollar,271.07,US Dollar,Credit Card,0
5320,13210,113213,634.26,US Dollar,634.26,US Dollar,ACH,0
5321,71172,169671,0.329566,Bitcoin,0.329566,Bitcoin,Bitcoin,0
5322,118,270308,0.032755,Bitcoin,0.032755,Bitcoin,Bitcoin,0
5323,15607,14640,194.19,Euro,194.19,Euro,ACH,1
5324,212518,152340,1436.44,US Dollar,1436.44,US Dollar,Cheque,0
5325,70,223281,526072.55,Rupee,526072.55,Rupee,Cash,1
5326,70,127345,8303.52,Yuan,8303.52,Yuan,Cash,1
5327,210472,120336,4802.53,US Dollar,4802.53,US Dollar,ACH,1
5328,1110,173299,3012.6,US Dollar,3012.6,US Dollar,Cheque,0
5329,70,226436,10294.01,US Dollar,10294.01,US Dollar,Cash,1
5330,70,12202,7691.1,Euro,7691.1,Euro,Cash,0
5331,5621,5621,32055.79,US Dollar,32055.79,US Dollar,Reinvestment,0
5332,13,29592,2739931.9,Yen,2739931.9,Yen,Credit Card,0
5333,16584,233005,1567.31,US Dollar,1567.31,US Dollar,Credit Card,0
5334,2692,227876,1192.33,US Dollar,1192.33,US Dollar,Wire,0
5335,423,2514,1850.47,Euro,1850.47,Euro,ACH,1
5336,26453,1638,1335.32,US Dollar,1335.32,US Dollar,ACH,1
5337,2175,1812,125667.98,US Dollar,125667.98,US Dollar,Cheque,0
5338,133539,6971,12942.53,Euro,12942.53,Euro,ACH,1
5339,149453,51022,2682.87,Brazil Real,2682.87,Brazil Real,ACH,0
5340,110777,110777,2339.31,US Dollar,2339.31,US Dollar,Reinvestment,0
5341,11305,219705,1633.78,US Dollar,1633.78,US Dollar,Cheque,0
5342,12274,5294,2997.04,Euro,2997.04,Euro,ACH,1
5343,26015,24950,8550.13,US Dollar,8550.13,US Dollar,ACH,1
5344,70,5572,2.92,US Dollar,2.92,US Dollar,Credit Card,1
5345,1110,210700,4601.24,US Dollar,4601.24,US Dollar,ACH,1
5346,123496,59247,434.46,Euro,434.46,Euro,Cheque,0
5347,12,14,14925.83,Euro,14925.83,Euro,ACH,1
5348,113016,128097,14459.14,US Dollar,14459.14,US Dollar,Cash,0
5349,23726,20,15918.59,US Dollar,15918.59,US Dollar,ACH,1
5350,1439,20,54.64,US Dollar,54.64,US Dollar,ACH,1
5351,219815,219011,774.45,Euro,774.45,Euro,Credit Card,0
5352,212642,212405,31205.25,Yuan,31205.25,Yuan,Credit Card,0
5353,22086,22086,454.86,US Dollar,454.86,US Dollar,Credit Card,0
5354,169671,69521,0.022819,Bitcoin,0.022819,Bitcoin,Bitcoin,0
5355,26,5923,4753.59,Yuan,4753.59,Yuan,ACH,0
5356,5923,26922,8.06,Yuan,8.06,Yuan,Wire,0
5357,70,37524,675.17,US Dollar,675.17,US Dollar,Credit Card,0
5358,23494,24677,444.02,Rupee,444.02,Rupee,Credit Card,0
5359,8,25,3141.62,UK Pound,3141.62,UK Pound,ACH,1
5360,11046,233005,19051.01,US Dollar,19051.01,US Dollar,ACH,1
5361,70,8884,5934.94,Euro,5934.94,Euro,Cheque,1
5362,263025,263431,84387.56,Saudi Riyal,84387.56,Saudi Riyal,Cheque,0
5363,11046,13354,509.92,US Dollar,509.92,US Dollar,Credit Card,0
5364,112,18,3098.81,Swiss Franc,3098.81,Swiss Franc,ACH,1
5365,139835,28625,3028.24,US Dollar,3028.24,US Dollar,ACH,1
5366,70,44580,45.76,Australian Dollar,45.76,Australian Dollar,Credit Card,1
5367,70,43538,2454.35,Australian Dollar,2454.35,Australian Dollar,Credit Card,1
5368,14003,132483,1887.1,Euro,1887.1,Euro,Cheque,0
5369,216093,1812,2721.99,US Dollar,2721.99,US Dollar,ACH,1
5370,29867,29867,81.84,Yuan,81.84,Yuan,Reinvestment,0
5371,17,136474,690.04,Canadian Dollar,690.04,Canadian Dollar,ACH,1
5372,1394,394,5690.82,US Dollar,5690.82,US Dollar,ACH,1
5373,70,19,379.9,Australian Dollar,379.9,Australian Dollar,Cheque,1
5374,3533,13354,3038.63,US Dollar,3038.63,US Dollar,ACH,1
5375,2545,22890,370.15,US Dollar,370.15,US Dollar,ACH,0
5376,211,253402,12292.44,Swiss Franc,12292.44,Swiss Franc,Credit Card,0
5377,163233,166369,20877.23,Saudi Riyal,20877.23,Saudi Riyal,ACH,1
5378,1120,25526,256.37,US Dollar,256.37,US Dollar,Cash,0
5379,71657,71657,0.013487,Bitcoin,0.013487,Bitcoin,Bitcoin,0
5380,11,11495,681.16,US Dollar,681.16,US Dollar,Cheque,0
5381,70,6809,135.7,US Dollar,135.7,US Dollar,Cash,0
5382,216,216,12069.4,Saudi Riyal,12069.4,Saudi Riyal,ACH,1
5383,118,169671,0.01139,Bitcoin,0.01139,Bitcoin,Bitcoin,0
5384,13590,25307,8090.13,Euro,8090.13,Euro,ACH,1
5385,11437,1720,3980.18,Euro,3980.18,Euro,ACH,1
5386,23571,1812,3168.59,US Dollar,3168.59,US Dollar,ACH,1
5387,11,349,8818.31,US Dollar,8818.31,US Dollar,ACH,1
5388,21260,24523,94.67,US Dollar,94.67,US Dollar,Wire,0
5389,70,216654,61442793.05,Yen,61442793.05,Yen,Cash,1
5390,63587,263186,21.19,Saudi Riyal,21.19,Saudi Riyal,Cheque,0
5391,70,15,1397.89,Yuan,1397.89,Yuan,Credit Card,0
5392,70,6971,19.04,Euro,19.04,Euro,Credit Card,0
5393,27,22264,11290.88,Euro,11290.88,Euro,ACH,1
5394,1110,39697,47.2,US Dollar,47.2,US Dollar,Cheque,0
5395,20,1394,14519.83,US Dollar,14519.83,US Dollar,ACH,1
5396,70,231975,125958.43,Ruble,125958.43,Ruble,Cheque,1
5397,36524,136311,3994.93,Canadian Dollar,3994.93,Canadian Dollar,ACH,1
5398,70,226259,521241.02,Rupee,521241.02,Rupee,Credit Card,1
5399,22185,26453,2034.06,US Dollar,2034.06,US Dollar,Cheque,0
5400,5571,5571,11.26,US Dollar,11.26,US Dollar,Reinvestment,0
5401,17353,17353,3.42,Euro,3.42,Euro,Reinvestment,0
5402,70,64059,1060.43,Saudi Riyal,1060.43,Saudi Riyal,Cheque,0
5403,148698,149453,45999.81,Brazil Real,45999.81,Brazil Real,ACH,0
5404,217,269312,0.275781,Bitcoin,0.275781,Bitcoin,Bitcoin,1
5405,349929,22890,229.61,US Dollar,229.61,US Dollar,Credit Card,0
5406,70,170412,0.012236,Bitcoin,0.012236,Bitcoin,Bitcoin,1
5407,152926,54361,3423.18,Swiss Franc,3423.18,Swiss Franc,ACH,1
5408,21876,14640,4060.46,Euro,4060.46,Euro,ACH,1
5409,2557,117105,1393.13,Euro,1393.13,Euro,ACH,1
5410,3533,111913,44731130.51,US Dollar,44731130.51,US Dollar,Cheque,0
5411,219,71172,0.010021,Bitcoin,0.010021,Bitcoin,Bitcoin,0
5412,36975,10,2619.86,Canadian Dollar,2619.86,Canadian Dollar,ACH,1
5413,245292,245292,528.14,Euro,528.14,Euro,Reinvestment,0
5414,13243,13243,675880.4,Yuan,100913.82,US Dollar,ACH,0
5415,10,36242,3140.17,Canadian Dollar,3140.17,Canadian Dollar,ACH,1
5416,349,2557,4668.46,Euro,4668.46,Euro,ACH,1
5417,223281,119699,925384.85,Rupee,925384.85,Rupee,ACH,1
5418,12,21479,3618.49,Yen,3618.49,Yen,Cash,0
5419,12,423,6116.51,Euro,6116.51,Euro,ACH,1
5420,70,244413,856.89,Euro,856.89,Euro,Cheque,1
5421,5893,13512,920.84,Yuan,920.84,Yuan,Cheque,0
5422,22224,215239,1728.38,US Dollar,1728.38,US Dollar,Credit Card,0
5423,349,1126,1709.49,Euro,1709.49,Euro,ACH,1
5424,70,18,345623.14,Yen,345623.14,Yen,Cheque,0
5425,211860,5893,163.74,Yuan,163.74,Yuan,Wire,0
5426,1110,1394,1650.73,US Dollar,1650.73,US Dollar,ACH,1
5427,23410,65009,816.01,US Dollar,816.01,US Dollar,Wire,0
5428,600,115690,408.24,Euro,408.24,Euro,Credit Card,0
5429,238669,3389,7541.68,US Dollar,7541.68,US Dollar,ACH,1
5430,70,118970,862.82,Euro,862.82,Euro,Credit Card,1
5431,21828,13821,49859.01,US Dollar,49859.01,US Dollar,ACH,0
5432,1,1639,35925.62,US Dollar,35925.62,US Dollar,Cheque,0
5433,115966,219054,6690.73,US Dollar,6690.73,US Dollar,Cheque,0
5434,163271,258504,1090.81,US Dollar,1090.81,US Dollar,ACH,1
5435,49411,11,20862.76,Brazil Real,20862.76,Brazil Real,ACH,1
5436,22264,1835,2780.85,Euro,2780.85,Euro,ACH,1
5437,22129,22129,1860.27,Euro,2179.84,US Dollar,ACH,0
5438,24677,123260,1131568.2,Rupee,1131568.2,Rupee,Cash,0
5439,214,214,0.012104,Bitcoin,0.012104,Bitcoin,Bitcoin,0
5440,12,219054,1083.39,US Dollar,1083.39,US Dollar,Credit Card,0
5441,215,1135,81327.47,Mexican Peso,81327.47,Mexican Peso,Cheque,0
5442,531,19229,6634.29,US Dollar,6634.29,US Dollar,Credit Card,0
5443,25463,148288,23.21,US Dollar,23.21,US Dollar,Credit Card,0
5444,115943,11701,468.85,US Dollar,468.85,US Dollar,Cheque,0
5445,1110,11,77112.1,Yuan,77112.1,Yuan,ACH,1
5446,425,0,3771.88,Euro,3771.88,Euro,ACH,1
5447,0,425,438.43,Euro,438.43,Euro,ACH,0
5448,124222,134085,75.38,US Dollar,75.38,US Dollar,Credit Card,0
5449,70,272409,0.278395,Bitcoin,0.278395,Bitcoin,Bitcoin,0
5450,70,160225,138.32,Shekel,138.32,Shekel,Cash,0
5451,3202,127004,2020.18,Euro,2020.18,Euro,ACH,1
5452,70,22693,30134.09,Euro,30134.09,Euro,Cheque,0
5453,214,169335,0.060317,Bitcoin,0.060317,Bitcoin,Bitcoin,0
